Index,Time,debug_PWM_A,debug_PWM_B,debug_PWM_C
2296,2.296810,"nan","nan","nan"
2297,2.297811,"nan","nan","nan"
2298,2.298810,"nan","nan","nan"
2299,2.299814,"nan","nan","nan"
2300,2.300813,"nan","nan","nan"
2301,2.301813,"nan","nan","nan"
2302,2.302814,"nan","nan","nan"
2303,2.303830,"nan","nan","nan"
2304,2.304806,"nan","nan","nan"
2305,2.305806,"nan","nan","nan"
2306,2.306806,"nan","nan","nan"
2307,2.307806,"nan","nan","nan"
2308,2.308806,"nan","nan","nan"
2309,2.309810,"nan","nan","nan"
2310,2.310809,"nan","nan","nan"
2311,2.311810,"nan","nan","nan"
2312,2.312810,"nan","nan","nan"
2313,2.313899,"nan","nan","nan"
2314,2.314805,"nan","nan","nan"
2315,2.315806,"nan","nan","nan"
2316,2.316806,"nan","nan","nan"
2317,2.317807,"nan","nan","nan"
2318,2.318807,"nan","nan","nan"
2319,2.319811,"nan","nan","nan"
2320,2.320811,"nan","nan","nan"
2321,2.321812,"nan","nan","nan"
2322,2.322812,"nan","nan","nan"
2323,2.323813,"nan","nan","nan"
2324,2.324829,"nan","nan","nan"
2325,2.325804,"nan","nan","nan"
2326,2.326805,"nan","nan","nan"
2327,2.327806,"nan","nan","nan"
2328,2.328807,"nan","nan","nan"
2329,2.329809,"nan","nan","nan"
2330,2.330811,"nan","nan","nan"
2331,2.331812,"nan","nan","nan"
2332,2.332812,"nan","nan","nan"
2333,2.333813,"nan","nan","nan"
2334,2.334839,"nan","nan","nan"
2335,2.335831,"nan","nan","nan"
2336,2.336807,"nan","nan","nan"
2337,2.337808,"nan","nan","nan"
2338,2.338809,"nan","nan","nan"
2339,2.339811,"nan","nan","nan"
2340,2.340813,"nan","nan","nan"
2341,2.341814,"nan","nan","nan"
2342,2.342815,"nan","nan","nan"
2343,2.343815,"nan","nan","nan"
2344,2.344815,"nan","nan","nan"
2345,2.345871,"nan","nan","nan"
2346,2.346809,"nan","nan","nan"
2347,2.347810,"nan","nan","nan"
2348,2.348810,"nan","nan","nan"
2349,2.349813,"nan","nan","nan"
2350,2.350813,"nan","nan","nan"
2351,2.351813,"nan","nan","nan"
2352,2.352813,"nan","nan","nan"
2353,2.353832,"nan","nan","nan"
2354,2.354808,"nan","nan","nan"
2355,2.355808,"nan","nan","nan"
2356,2.356823,"nan","nan","nan"
2357,2.357812,"nan","nan","nan"
2358,2.358811,"nan","nan","nan"
2359,2.359815,"nan","nan","nan"
2360,2.360815,"nan","nan","nan"
2361,2.361815,"nan","nan","nan"
2362,2.362815,"nan","nan","nan"
2363,2.363813,"nan","nan","nan"
2364,2.364814,"nan","nan","nan"
2365,2.365814,"nan","nan","nan"
2366,2.366895,"nan","nan","nan"
2367,2.367807,"nan","nan","nan"
2368,2.368808,"nan","nan","nan"
2369,2.369812,"nan","nan","nan"
2370,2.370812,"nan","nan","nan"
2371,2.371812,"nan","nan","nan"
2372,2.372813,"nan","nan","nan"
2373,2.373812,"nan","nan","nan"
2374,2.374813,"nan","nan","nan"
2375,2.375812,"nan","nan","nan"
2376,2.376813,"nan","nan","nan"
2377,2.377828,"nan","nan","nan"
2378,2.378816,"nan","nan","nan"
2379,2.379807,"nan","nan","nan"
2380,2.380807,"nan","nan","nan"
2381,2.381806,"nan","nan","nan"
2382,2.382807,"nan","nan","nan"
2383,2.383807,"nan","nan","nan"
2384,2.384808,"nan","nan","nan"
2385,2.385809,"nan","nan","nan"
2386,2.386808,"nan","nan","nan"
2387,2.387833,"nan","nan","nan"
2388,2.388809,"nan","nan","nan"
2389,2.389814,"nan","nan","nan"
2390,2.390814,"nan","nan","nan"
2391,2.391815,"nan","nan","nan"
2392,2.392814,"nan","nan","nan"
2393,2.393816,"nan","nan","nan"
2394,2.394816,"nan","nan","nan"
2395,2.395804,"nan","nan","nan"
2396,2.396805,"nan","nan","nan"
2397,2.397807,"nan","nan","nan"
2398,2.398825,"nan","nan","nan"
2399,2.399806,"nan","nan","nan"
2400,2.400805,"nan","nan","nan"
2401,2.401806,"nan","nan","nan"
2402,2.402807,"nan","nan","nan"
2403,2.403807,"nan","nan","nan"
2404,2.404808,"nan","nan","nan"
2405,2.405825,"nan","nan","nan"
2406,2.406812,"nan","nan","nan"
2407,2.407814,"nan","nan","nan"
2408,2.408832,"nan","nan","nan"
2409,2.409810,"nan","nan","nan"
2410,2.410811,"nan","nan","nan"
2411,2.411811,"nan","nan","nan"
2412,2.412812,"nan","nan","nan"
2413,2.413812,"nan","nan","nan"
2414,2.414813,"nan","nan","nan"
2415,2.415811,"nan","nan","nan"
2416,2.416812,"nan","nan","nan"
2417,2.417812,"nan","nan","nan"
2418,2.418812,"nan","nan","nan"
2419,2.419826,"nan","nan","nan"
2420,2.420815,"nan","nan","nan"
2421,2.421814,"nan","nan","nan"
2422,2.422815,"nan","nan","nan"
2423,2.423815,"nan","nan","nan"
2424,2.424815,"nan","nan","nan"
2425,2.425814,"nan","nan","nan"
2426,2.426815,"nan","nan","nan"
2427,2.427815,"nan","nan","nan"
2428,2.428815,"nan","nan","nan"
2429,2.429862,"nan","nan","nan"
2430,2.430811,"nan","nan","nan"
2431,2.431812,"nan","nan","nan"
2432,2.432812,"nan","nan","nan"
2433,2.433812,"nan","nan","nan"
2434,2.434812,"nan","nan","nan"
2435,2.435811,"nan","nan","nan"
2436,2.436811,"nan","nan","nan"
2437,2.437811,"nan","nan","nan"
2438,2.438811,"nan","nan","nan"
2439,2.439815,"nan","nan","nan"
2440,2.440828,"nan","nan","nan"
2441,2.441816,"nan","nan","nan"
2442,2.442815,"nan","nan","nan"
2443,2.443815,"nan","nan","nan"
2444,2.444815,"nan","nan","nan"
2445,2.445815,"nan","nan","nan"
2446,2.446815,"nan","nan","nan"
2447,2.447814,"nan","nan","nan"
2448,2.448814,"nan","nan","nan"
2449,2.449805,"nan","nan","nan"
2450,2.450849,"nan","nan","nan"
2451,2.451811,"nan","nan","nan"
2452,2.452813,"nan","nan","nan"
2453,2.453813,"nan","nan","nan"
2454,2.454813,"nan","nan","nan"
2455,2.455814,"nan","nan","nan"
2456,2.456815,"nan","nan","nan"
2457,2.457815,"nan","nan","nan"
2458,2.458816,"nan","nan","nan"
2459,2.459807,"nan","nan","nan"
2460,2.460807,"nan","nan","nan"
2461,2.461950,"nan","nan","nan"
2462,2.462814,"nan","nan","nan"
2463,2.463815,"nan","nan","nan"
2464,2.464814,"nan","nan","nan"
2465,2.465815,"nan","nan","nan"
2466,2.466815,"nan","nan","nan"
2467,2.467816,"nan","nan","nan"
2468,2.468816,"nan","nan","nan"
2469,2.469808,"nan","nan","nan"
2470,2.470808,"nan","nan","nan"
2471,2.471845,"nan","nan","nan"
2472,2.472807,"nan","nan","nan"
2473,2.473809,"nan","nan","nan"
2474,2.474810,"nan","nan","nan"
2475,2.475810,"nan","nan","nan"
2476,2.476811,"nan","nan","nan"
2477,2.477812,"nan","nan","nan"
2478,2.478812,"nan","nan","nan"
2479,2.479816,"nan","nan","nan"
2480,2.480815,"nan","nan","nan"
2481,2.481815,"nan","nan","nan"
2482,2.482825,"nan","nan","nan"
2483,2.483813,"nan","nan","nan"
2484,2.484813,"nan","nan","nan"
2485,2.485813,"nan","nan","nan"
2486,2.486813,"nan","nan","nan"
2487,2.487812,"nan","nan","nan"
2488,2.488813,"nan","nan","nan"
2489,2.489817,"nan","nan","nan"
2490,2.490816,"nan","nan","nan"
2491,2.491817,"nan","nan","nan"
2492,2.492882,"nan","nan","nan"
2493,2.493808,"nan","nan","nan"
2494,2.494809,"nan","nan","nan"
2495,2.495809,"nan","nan","nan"
2496,2.496807,"nan","nan","nan"
2497,2.497808,"nan","nan","nan"
2498,2.498809,"nan","nan","nan"
2499,2.499811,"nan","nan","nan"
2500,2.500812,"nan","nan","nan"
2501,2.501812,"nan","nan","nan"
2502,2.502812,"nan","nan","nan"
2503,2.503823,"nan","nan","nan"
2504,2.504812,"nan","nan","nan"
2505,2.505812,"nan","nan","nan"
2506,2.506811,"nan","nan","nan"
2507,2.507811,"nan","nan","nan"
2508,2.508812,"nan","nan","nan"
2509,2.509814,"nan","nan","nan"
2510,2.510815,"nan","nan","nan"
2511,2.511813,"nan","nan","nan"
2512,2.512815,"nan","nan","nan"
2513,2.513856,"nan","nan","nan"
2514,2.514848,"nan","nan","nan"
2515,2.515811,"nan","nan","nan"
2516,2.516811,"nan","nan","nan"
2517,2.517812,"nan","nan","nan"
2518,2.518813,"nan","nan","nan"
2519,2.519816,"nan","nan","nan"
2520,2.520817,"nan","nan","nan"
2521,2.521816,"nan","nan","nan"
2522,2.522817,"nan","nan","nan"
2523,2.523818,"nan","nan","nan"
2524,2.524830,"nan","nan","nan"
2525,2.525807,"nan","nan","nan"
2526,2.526807,"nan","nan","nan"
2527,2.527808,"nan","nan","nan"
2528,2.528808,"nan","nan","nan"
2529,2.529812,"nan","nan","nan"
2530,2.530811,"nan","nan","nan"
2531,2.531813,"nan","nan","nan"
2532,2.532813,"nan","nan","nan"
2533,2.533814,"nan","nan","nan"
2534,2.534841,"nan","nan","nan"
2535,2.535805,"nan","nan","nan"
2536,2.536806,"nan","nan","nan"
2537,2.537806,"nan","nan","nan"
2538,2.538807,"nan","nan","nan"
2539,2.539811,"nan","nan","nan"
2540,2.540811,"nan","nan","nan"
2541,2.541812,"nan","nan","nan"
2542,2.542812,"nan","nan","nan"
2543,2.543812,"nan","nan","nan"
2544,2.544813,"nan","nan","nan"
2545,2.545828,"nan","nan","nan"
2546,2.546815,"nan","nan","nan"
2547,2.547814,"nan","nan","nan"
2548,2.548815,"nan","nan","nan"
2549,2.549804,"nan","nan","nan"
2550,2.550817,"nan","nan","nan"
2551,2.551817,"nan","nan","nan"
2552,2.552817,"nan","nan","nan"
2553,2.553804,"nan","nan","nan"
2554,2.554805,"nan","nan","nan"
2555,2.555843,"nan","nan","nan"
2556,2.556807,"nan","nan","nan"
2557,2.557808,"nan","nan","nan"
2558,2.558806,"nan","nan","nan"
2559,2.559810,"nan","nan","nan"
2560,2.560811,"nan","nan","nan"
2561,2.561811,"nan","nan","nan"
2562,2.562811,"nan","nan","nan"
2563,2.563812,"nan","nan","nan"
2564,2.564810,"nan","nan","nan"
2565,2.565811,"nan","nan","nan"
2566,2.566825,"nan","nan","nan"
2567,2.567813,"nan","nan","nan"
2568,2.568826,"nan","nan","nan"
2569,2.569805,"nan","nan","nan"
2570,2.570817,"nan","nan","nan"
2571,2.571817,"nan","nan","nan"
2572,2.572817,"nan","nan","nan"
2573,2.573817,"nan","nan","nan"
2574,2.574816,"nan","nan","nan"
2575,2.575817,"nan","nan","nan"
2576,2.576843,"nan","nan","nan"
2577,2.577831,"nan","nan","nan"
2578,2.578807,"nan","nan","nan"
2579,2.579810,"nan","nan","nan"
2580,2.580810,"nan","nan","nan"
2581,2.581811,"nan","nan","nan"
2582,2.582812,"nan","nan","nan"
2583,2.583811,"nan","nan","nan"
2584,2.584813,"nan","nan","nan"
2585,2.585812,"nan","nan","nan"
2586,2.586813,"nan","nan","nan"
2587,2.587934,"nan","nan","nan"
2588,2.588810,"nan","nan","nan"
2589,2.589814,"nan","nan","nan"
2590,2.590814,"nan","nan","nan"
2591,2.591815,"nan","nan","nan"
2592,2.592815,"nan","nan","nan"
2593,2.593815,"nan","nan","nan"
2594,2.594816,"nan","nan","nan"
2595,2.595817,"nan","nan","nan"
2596,2.596804,"nan","nan","nan"
2597,2.597806,"nan","nan","nan"
2598,2.598824,"nan","nan","nan"
2599,2.599815,"nan","nan","nan"
2600,2.600815,"nan","nan","nan"
2601,2.601816,"nan","nan","nan"
2602,2.602817,"nan","nan","nan"
2603,2.603817,"nan","nan","nan"
2604,2.604818,"nan","nan","nan"
2605,2.605807,"nan","nan","nan"
2606,2.606806,"nan","nan","nan"
2607,2.607808,"nan","nan","nan"
2608,2.608922,"nan","nan","nan"
2609,2.609813,"nan","nan","nan"
2610,2.610814,"nan","nan","nan"
2611,2.611813,"nan","nan","nan"
2612,2.612812,"nan","nan","nan"
2613,2.613812,"nan","nan","nan"
2614,2.614812,"nan","nan","nan"
2615,2.615812,"nan","nan","nan"
2616,2.616811,"nan","nan","nan"
2617,2.617812,"nan","nan","nan"
2618,2.618812,"nan","nan","nan"
2619,2.619828,"nan","nan","nan"
2620,2.620815,"nan","nan","nan"
2621,2.621816,"nan","nan","nan"
2622,2.622815,"nan","nan","nan"
2623,2.623816,"nan","nan","nan"
2624,2.624815,"nan","nan","nan"
2625,2.625816,"nan","nan","nan"
2626,2.626814,"nan","nan","nan"
2627,2.627815,"nan","nan","nan"
2628,2.628815,"nan","nan","nan"
2629,2.629853,"nan","nan","nan"
2630,2.630816,"nan","nan","nan"
2631,2.631804,"nan","nan","nan"
2632,2.632817,"nan","nan","nan"
2633,2.633817,"nan","nan","nan"
2634,2.634804,"nan","nan","nan"
2635,2.635805,"nan","nan","nan"
2636,2.636817,"nan","nan","nan"
2637,2.637818,"nan","nan","nan"
2638,2.638805,"nan","nan","nan"
2639,2.639809,"nan","nan","nan"
2640,2.640823,"nan","nan","nan"
2641,2.641812,"nan","nan","nan"
2642,2.642811,"nan","nan","nan"
2643,2.643811,"nan","nan","nan"
2644,2.644811,"nan","nan","nan"
2645,2.645811,"nan","nan","nan"
2646,2.646812,"nan","nan","nan"
2647,2.647812,"nan","nan","nan"
2648,2.648812,"nan","nan","nan"
2649,2.649816,"nan","nan","nan"
2650,2.650943,"nan","nan","nan"
2651,2.651805,"nan","nan","nan"
2652,2.652807,"nan","nan","nan"
2653,2.653808,"nan","nan","nan"
2654,2.654808,"nan","nan","nan"
2655,2.655809,"nan","nan","nan"
2656,2.656810,"nan","nan","nan"
2657,2.657810,"nan","nan","nan"
2658,2.658811,"nan","nan","nan"
2659,2.659815,"nan","nan","nan"
2660,2.660814,"nan","nan","nan"
2661,2.661966,"nan","nan","nan"
2662,2.662806,"nan","nan","nan"
2663,2.663806,"nan","nan","nan"
2664,2.664807,"nan","nan","nan"
2665,2.665808,"nan","nan","nan"
2666,2.666808,"nan","nan","nan"
2667,2.667809,"nan","nan","nan"
2668,2.668808,"nan","nan","nan"
2669,2.669813,"nan","nan","nan"
2670,2.670814,"nan","nan","nan"
2671,2.671815,"nan","nan","nan"
2672,2.672826,"nan","nan","nan"
2673,2.673814,"nan","nan","nan"
2674,2.674814,"nan","nan","nan"
2675,2.675816,"nan","nan","nan"
2676,2.676825,"nan","nan","nan"
2677,2.677814,"nan","nan","nan"
2678,2.678812,"nan","nan","nan"
2679,2.679816,"nan","nan","nan"
2680,2.680816,"nan","nan","nan"
2681,2.681816,"nan","nan","nan"
2682,2.682841,"nan","nan","nan"
2683,2.683820,"nan","nan","nan"
2684,2.684808,"nan","nan","nan"
2685,2.685808,"nan","nan","nan"
2686,2.686809,"nan","nan","nan"
2687,2.687809,"nan","nan","nan"
2688,2.688809,"nan","nan","nan"
2689,2.689812,"nan","nan","nan"
2690,2.690812,"nan","nan","nan"
2691,2.691812,"nan","nan","nan"
2692,2.692812,"nan","nan","nan"
2693,2.693850,"nan","nan","nan"
2694,2.694817,"nan","nan","nan"
2695,2.695806,"nan","nan","nan"
2696,2.696806,"nan","nan","nan"
2697,2.697805,"nan","nan","nan"
2698,2.698805,"nan","nan","nan"
2699,2.699808,"nan","nan","nan"
2700,2.700808,"nan","nan","nan"
2701,2.701809,"nan","nan","nan"
2702,2.702808,"nan","nan","nan"
2703,2.703808,"nan","nan","nan"
2704,2.704823,"nan","nan","nan"
2705,2.705810,"nan","nan","nan"
2706,2.706811,"nan","nan","nan"
2707,2.707810,"nan","nan","nan"
2708,2.708811,"nan","nan","nan"
2709,2.709815,"nan","nan","nan"
2710,2.710814,"nan","nan","nan"
2711,2.711815,"nan","nan","nan"
2712,2.712814,"nan","nan","nan"
2713,2.713815,"nan","nan","nan"
2714,2.714817,"nan","nan","nan"
2715,2.715828,"nan","nan","nan"
2716,2.716816,"nan","nan","nan"
2717,2.717805,"nan","nan","nan"
2718,2.718805,"nan","nan","nan"
2719,2.719810,"nan","nan","nan"
2720,2.720810,"nan","nan","nan"
2721,2.721810,"nan","nan","nan"
2722,2.722811,"nan","nan","nan"
2723,2.723812,"nan","nan","nan"
2724,2.724812,"nan","nan","nan"
2725,2.725878,"nan","nan","nan"
2726,2.726815,"nan","nan","nan"
2727,2.727815,"nan","nan","nan"
2728,2.728816,"nan","nan","nan"
2729,2.729808,"nan","nan","nan"
2730,2.730807,"nan","nan","nan"
2731,2.731809,"nan","nan","nan"
2732,2.732809,"nan","nan","nan"
2733,2.733810,"nan","nan","nan"
2734,2.734830,"nan","nan","nan"
2735,2.735805,"nan","nan","nan"
2736,2.736820,"nan","nan","nan"
2737,2.737808,"nan","nan","nan"
2738,2.738809,"nan","nan","nan"
2739,2.739812,"nan","nan","nan"
2740,2.740813,"nan","nan","nan"
2741,2.741813,"nan","nan","nan"
2742,2.742813,"nan","nan","nan"
2743,2.743811,"nan","nan","nan"
2744,2.744812,"nan","nan","nan"
2745,2.745810,"nan","nan","nan"
2746,2.746838,"nan","nan","nan"
2747,2.747824,"nan","nan","nan"
2748,2.748812,"nan","nan","nan"
2749,2.749815,"nan","nan","nan"
2750,2.750816,"nan","nan","nan"
2751,2.751815,"nan","nan","nan"
2752,2.752815,"nan","nan","nan"
2753,2.753815,"nan","nan","nan"
2754,2.754815,"nan","nan","nan"
2755,2.755814,"nan","nan","nan"
2756,2.756815,"nan","nan","nan"
2757,2.757879,"nan","nan","nan"
2758,2.758817,"nan","nan","nan"
2759,2.759807,"nan","nan","nan"
2760,2.760808,"nan","nan","nan"
2761,2.761809,"nan","nan","nan"
2762,2.762808,"nan","nan","nan"
2763,2.763808,"nan","nan","nan"
2764,2.764807,"nan","nan","nan"
2765,2.765808,"nan","nan","nan"
2766,2.766807,"nan","nan","nan"
2767,2.767808,"nan","nan","nan"
2768,2.768827,"nan","nan","nan"
2769,2.769806,"nan","nan","nan"
2770,2.770806,"nan","nan","nan"
2771,2.771806,"nan","nan","nan"
2772,2.772806,"nan","nan","nan"
2773,2.773805,"nan","nan","nan"
2774,2.774806,"nan","nan","nan"
2775,2.775806,"nan","nan","nan"
2776,2.776806,"nan","nan","nan"
2777,2.777807,"nan","nan","nan"
2778,2.778852,"nan","nan","nan"
2779,2.779805,"nan","nan","nan"
2780,2.780807,"nan","nan","nan"
2781,2.781807,"nan","nan","nan"
2782,2.782808,"nan","nan","nan"
2783,2.783808,"nan","nan","nan"
2784,2.784809,"nan","nan","nan"
2785,2.785810,"nan","nan","nan"
2786,2.786831,"nan","nan","nan"
2787,2.787808,"nan","nan","nan"
2788,2.788808,"nan","nan","nan"
2789,2.789827,"nan","nan","nan"
2790,2.790816,"nan","nan","nan"
2791,2.791816,"nan","nan","nan"
2792,2.792817,"nan","nan","nan"
2793,2.793817,"nan","nan","nan"
2794,2.794817,"nan","nan","nan"
2795,2.795818,"nan","nan","nan"
2796,2.796807,"nan","nan","nan"
2797,2.797806,"nan","nan","nan"
2798,2.798808,"nan","nan","nan"
2799,2.799832,"nan","nan","nan"
2800,2.800807,"nan","nan","nan"
2801,2.801808,"nan","nan","nan"
2802,2.802807,"nan","nan","nan"
2803,2.803809,"nan","nan","nan"
2804,2.804810,"nan","nan","nan"
2805,2.805810,"nan","nan","nan"
2806,2.806811,"nan","nan","nan"
2807,2.807810,"nan","nan","nan"
2808,2.808810,"nan","nan","nan"
2809,2.809813,"nan","nan","nan"
2810,2.810827,"nan","nan","nan"
2811,2.811815,"nan","nan","nan"
2812,2.812815,"nan","nan","nan"
2813,2.813815,"nan","nan","nan"
2814,2.814815,"nan","nan","nan"
2815,2.815815,"nan","nan","nan"
2816,2.816815,"nan","nan","nan"
2817,2.817814,"nan","nan","nan"
2818,2.818815,"nan","nan","nan"
2819,2.819806,"nan","nan","nan"
2820,2.820855,"nan","nan","nan"
2821,2.821805,"nan","nan","nan"
2822,2.822806,"nan","nan","nan"
2823,2.823818,"nan","nan","nan"
2824,2.824818,"nan","nan","nan"
2825,2.825806,"nan","nan","nan"
2826,2.826805,"nan","nan","nan"
2827,2.827805,"nan","nan","nan"
2828,2.828818,"nan","nan","nan"
2829,2.829808,"nan","nan","nan"
2830,2.830808,"nan","nan","nan"
2831,2.831827,"nan","nan","nan"
2832,2.832815,"nan","nan","nan"
2833,2.833815,"nan","nan","nan"
2834,2.834815,"nan","nan","nan"
2835,2.835815,"nan","nan","nan"
2836,2.836816,"nan","nan","nan"
2837,2.837815,"nan","nan","nan"
2838,2.838815,"nan","nan","nan"
2839,2.839823,"nan","nan","nan"
2840,2.840811,"nan","nan","nan"
2841,2.841892,"nan","nan","nan"
2842,2.842816,"nan","nan","nan"
2843,2.843805,"nan","nan","nan"
2844,2.844806,"nan","nan","nan"
2845,2.845806,"nan","nan","nan"
2846,2.846807,"nan","nan","nan"
2847,2.847808,"nan","nan","nan"
2848,2.848809,"nan","nan","nan"
2849,2.849812,"nan","nan","nan"
2850,2.850813,"nan","nan","nan"
2851,2.851813,"nan","nan","nan"
2852,2.852833,"nan","nan","nan"
2853,2.853809,"nan","nan","nan"
2854,2.854810,"nan","nan","nan"
2855,2.855810,"nan","nan","nan"
2856,2.856811,"nan","nan","nan"
2857,2.857812,"nan","nan","nan"
2858,2.858812,"nan","nan","nan"
2859,2.859816,"nan","nan","nan"
2860,2.860816,"nan","nan","nan"
2861,2.861817,"nan","nan","nan"
2862,2.862870,"nan","nan","nan"
2863,2.863806,"nan","nan","nan"
2864,2.864806,"nan","nan","nan"
2865,2.865807,"nan","nan","nan"
2866,2.866809,"nan","nan","nan"
2867,2.867809,"nan","nan","nan"
2868,2.868810,"nan","nan","nan"
2869,2.869814,"nan","nan","nan"
2870,2.870814,"nan","nan","nan"
2871,2.871815,"nan","nan","nan"
2872,2.872816,"nan","nan","nan"
2873,2.873899,"nan","nan","nan"
2874,2.874810,"nan","nan","nan"
2875,2.875811,"nan","nan","nan"
2876,2.876812,"nan","nan","nan"
2877,2.877812,"nan","nan","nan"
2878,2.878812,"nan","nan","nan"
2879,2.879815,"nan","nan","nan"
2880,2.880814,"nan","nan","nan"
2881,2.881815,"nan","nan","nan"
2882,2.882815,"nan","nan","nan"
2883,2.883815,"nan","nan","nan"
2884,2.884831,"nan","nan","nan"
2885,2.885807,"nan","nan","nan"
2886,2.886806,"nan","nan","nan"
2887,2.887807,"nan","nan","nan"
2888,2.888806,"nan","nan","nan"
2889,2.889809,"nan","nan","nan"
2890,2.890810,"nan","nan","nan"
2891,2.891810,"nan","nan","nan"
2892,2.892810,"nan","nan","nan"
2893,2.893809,"nan","nan","nan"
2894,2.894875,"nan","nan","nan"
2895,2.895806,"nan","nan","nan"
2896,2.896807,"nan","nan","nan"
2897,2.897832,"nan","nan","nan"
2898,2.898807,"nan","nan","nan"
2899,2.899811,"nan","nan","nan"
2900,2.900811,"nan","nan","nan"
2901,2.901811,"nan","nan","nan"
2902,2.902811,"nan","nan","nan"
2903,2.903810,"nan","nan","nan"
2904,2.904811,"nan","nan","nan"
2905,2.905826,"nan","nan","nan"
2906,2.906814,"nan","nan","nan"
2907,2.907815,"nan","nan","nan"
2908,2.908814,"nan","nan","nan"
2909,2.909806,"nan","nan","nan"
2910,2.910807,"nan","nan","nan"
2911,2.911807,"nan","nan","nan"
2912,2.912807,"nan","nan","nan"
2913,2.913808,"nan","nan","nan"
2914,2.914809,"nan","nan","nan"
2915,2.915810,"nan","nan","nan"
2916,2.916828,"nan","nan","nan"
2917,2.917805,"nan","nan","nan"
2918,2.918816,"nan","nan","nan"
2919,2.919808,"nan","nan","nan"
2920,2.920809,"nan","nan","nan"
2921,2.921809,"nan","nan","nan"
2922,2.922809,"nan","nan","nan"
2923,2.923810,"nan","nan","nan"
2924,2.924811,"nan","nan","nan"
2925,2.925811,"nan","nan","nan"
2926,2.926820,"nan","nan","nan"
2927,2.927808,"nan","nan","nan"
2928,2.928809,"nan","nan","nan"
2929,2.929813,"nan","nan","nan"
2930,2.930814,"nan","nan","nan"
2931,2.931814,"nan","nan","nan"
2932,2.932814,"nan","nan","nan"
2933,2.933815,"nan","nan","nan"
2934,2.934816,"nan","nan","nan"
2935,2.935816,"nan","nan","nan"
2936,2.936817,"nan","nan","nan"
2937,2.937826,"nan","nan","nan"
2938,2.938814,"nan","nan","nan"
2939,2.939817,"nan","nan","nan"
2940,2.940816,"nan","nan","nan"
2941,2.941816,"nan","nan","nan"
2942,2.942816,"nan","nan","nan"
2943,2.943816,"nan","nan","nan"
2944,2.944816,"nan","nan","nan"
2945,2.945816,"nan","nan","nan"
2946,2.946816,"nan","nan","nan"
2947,2.947911,"nan","nan","nan"
2948,2.948812,"nan","nan","nan"
2949,2.949815,"nan","nan","nan"
2950,2.950833,"nan","nan","nan"
2951,2.951807,"nan","nan","nan"
2952,2.952809,"nan","nan","nan"
2953,2.953808,"nan","nan","nan"
2954,2.954809,"nan","nan","nan"
2955,2.955807,"nan","nan","nan"
2956,2.956809,"nan","nan","nan"
2957,2.957809,"nan","nan","nan"
2958,2.958823,"nan","nan","nan"
2959,2.959814,"nan","nan","nan"
2960,2.960814,"nan","nan","nan"
2961,2.961813,"nan","nan","nan"
2962,2.962813,"nan","nan","nan"
2963,2.963813,"nan","nan","nan"
2964,2.964813,"nan","nan","nan"
2965,2.965813,"nan","nan","nan"
2966,2.966813,"nan","nan","nan"
2967,2.967814,"nan","nan","nan"
2968,2.968919,"nan","nan","nan"
2969,2.969810,"nan","nan","nan"
2970,2.970810,"nan","nan","nan"
2971,2.971811,"nan","nan","nan"
2972,2.972810,"nan","nan","nan"
2973,2.973811,"nan","nan","nan"
2974,2.974812,"nan","nan","nan"
2975,2.975811,"nan","nan","nan"
2976,2.976812,"nan","nan","nan"
2977,2.977813,"nan","nan","nan"
2978,2.978814,"nan","nan","nan"
2979,2.979832,"nan","nan","nan"
2980,2.980808,"nan","nan","nan"
2981,2.981809,"nan","nan","nan"
2982,2.982810,"nan","nan","nan"
2983,2.983810,"nan","nan","nan"
2984,2.984810,"nan","nan","nan"
2985,2.985811,"nan","nan","nan"
2986,2.986812,"nan","nan","nan"
2987,2.987812,"nan","nan","nan"
2988,2.988813,"nan","nan","nan"
2989,2.989880,"nan","nan","nan"
2990,2.990813,"nan","nan","nan"
2991,2.991815,"nan","nan","nan"
2992,2.992815,"nan","nan","nan"
2993,2.993815,"nan","nan","nan"
2994,2.994814,"nan","nan","nan"
2995,2.995816,"nan","nan","nan"
2996,2.996817,"nan","nan","nan"
2997,2.997806,"nan","nan","nan"
2998,2.998806,"nan","nan","nan"
2999,2.999810,"nan","nan","nan"
3000,3.000830,"nan","nan","nan"
3001,3.001806,"nan","nan","nan"
3002,3.002807,"nan","nan","nan"
3003,3.003807,"nan","nan","nan"
3004,3.004807,"nan","nan","nan"
3005,3.005807,"nan","nan","nan"
3006,3.006807,"nan","nan","nan"
3007,3.007806,"nan","nan","nan"
3008,3.008807,"nan","nan","nan"
3009,3.009826,"nan","nan","nan"
3010,3.010840,"nan","nan","nan"
3011,3.011823,"nan","nan","nan"
3012,3.012811,"nan","nan","nan"
3013,3.013811,"nan","nan","nan"
3014,3.014811,"nan","nan","nan"
3015,3.015811,"nan","nan","nan"
3016,3.016811,"nan","nan","nan"
3017,3.017811,"nan","nan","nan"
3018,3.018811,"nan","nan","nan"
3019,3.019813,"nan","nan","nan"
3020,3.020813,"nan","nan","nan"
3021,3.021851,"nan","nan","nan"
3022,3.022814,"nan","nan","nan"
3023,3.023813,"nan","nan","nan"
3024,3.024813,"nan","nan","nan"
3025,3.025813,"nan","nan","nan"
3026,3.026813,"nan","nan","nan"
3027,3.027814,"nan","nan","nan"
3028,3.028813,"nan","nan","nan"
3029,3.029817,"nan","nan","nan"
3030,3.030816,"nan","nan","nan"
